gene_key	gene_name	chrom	start	end	strand	source	tax_id	entrez_gene_id
945624	opgH	NC_000913.3	1110863	1113406	+	RefSeq	511145	945624
945613	yceK	NC_000913.3	1113579	1113806	+	RefSeq	511145	945613
945612	msyB	NC_000913.3	1113807	1114181	-	RefSeq	511145	945612
945627	mdtG	NC_000913.3	1114264	1115490	-	RefSeq	511145	945627
946216	lpxL	NC_000913.3	1115662	1116582	-	RefSeq	511145	946216
945601	trhO	NC_000913.3	1116807	1117859	+	RefSeq	511145	945601
946145	yceI	NC_000913.3	1117901	1118476	-	RefSeq	511145	946145
945628	yceJ	NC_000913.3	1118480	1119046	-	RefSeq	511145	945628
945629	yceO	NC_000913.3	1119307	1119447	-	RefSeq	511145	945629
944983	solA	NC_000913.3	1119468	1120586	-	RefSeq	511145	944983
946104	bssS	NC_000913.3	1120701	1120955	-	RefSeq	511145	946104
945022	dinI	NC_000913.3	1121242	1121487	-	RefSeq	511145	945022
945787	pyrC	NC_000913.3	1121561	1122607	-	RefSeq	511145	945787
947377	yceB	NC_000913.3	1122713	1123273	-	RefSeq	511145	947377
946926	grxB	NC_000913.3	1123407	1124054	-	RefSeq	511145	946926
946920	mdtH	NC_000913.3	1124118	1125326	-	RefSeq	511145	946920
946910	rimJ	NC_000913.3	1125562	1126146	+	RefSeq	511145	946910
945633	yceH	NC_000913.3	1126157	1126804	+	RefSeq	511145	945633
945204	yceM	NC_000913.3	1126806	1127729	+	RefSeq	511145	945204
945487	murJ	NC_000913.3	1127839	1129374	+	RefSeq	511145	945487
945634	flgN	NC_000913.3	1129414	1129830	-	RefSeq	511145	945634
946684	flgM	NC_000913.3	1129835	1130128	-	RefSeq	511145	946684
946300	flgA	NC_000913.3	1130204	1130863	-	RefSeq	511145	946300
945678	flgB	NC_000913.3	1131018	1131434	+	RefSeq	511145	945678
946687	flgC	NC_000913.3	1131438	1131842	+	RefSeq	511145	946687
945813	flgD	NC_000913.3	1131854	1132549	+	RefSeq	511145	945813
945636	flgE	NC_000913.3	1132574	1133782	+	RefSeq	511145	945636
945639	flgF	NC_000913.3	1133802	1134557	+	RefSeq	511145	945639
945647	flgG	NC_000913.3	1134729	1135511	+	RefSeq	511145	945647
946996	flgH	NC_000913.3	1135564	1136262	+	RefSeq	511145	946996
947534	flgI	NC_000913.3	1136274	1137371	+	RefSeq	511145	947534
947456	flgJ	NC_000913.3	1137371	1138312	+	RefSeq	511145	947456
945648	flgK	NC_000913.3	1138378	1140021	+	RefSeq	511145	945648
945646	flgL	NC_000913.3	1140033	1140986	+	RefSeq	511145	945646
71004558	flgO	NC_000913.3	1140986	1141063	+	RefSeq	511145	71004558
945641	rne	NC_000913.3	1141182	1144367	-	RefSeq	511145	945641
945640	yceQ	NC_000913.3	1144502	1144822	+	RefSeq	511145	945640
945637	rluC	NC_000913.3	1144940	1145899	+	RefSeq	511145	945637
945631	yceF	NC_000913.3	1146011	1146595	-	RefSeq	511145	945631
2847755	sraB	NC_000913.3	1146589	1146757	+	RefSeq	511145	2847755
945650	yceD	NC_000913.3	1146794	1147315	+	RefSeq	511145	945650
945657	rpmF	NC_000913.3	1147367	1147540	+	RefSeq	511145	945657
946165	plsX	NC_000913.3	1147621	1148691	+	RefSeq	511145	946165
946003	fabH	NC_000913.3	1148759	1149712	+	RefSeq	511145	946003
945766	fabD	NC_000913.3	1149728	1150657	+	RefSeq	511145	945766
945645	fabG	NC_000913.3	1150670	1151404	+	RefSeq	511145	945645
944805	acpP	NC_000913.3	1151615	1151851	+	RefSeq	511145	944805
946665	fabF	NC_000913.3	1151939	1153180	+	RefSeq	511145	946665
946647	pabC	NC_000913.3	1153300	1154109	+	RefSeq	511145	946647
945660	mltG	NC_000913.3	1154112	1155134	+	RefSeq	511145	945660
945663	tmk	NC_000913.3	1155124	1155765	+	RefSeq	511145	945663
945661	holB	NC_000913.3	1155762	1156766	+	RefSeq	511145	945661
945656	ycfH	NC_000913.3	1156777	1157574	+	RefSeq	511145	945656
945651	ptsG	NC_000913.3	1157869	1159302	+	RefSeq	511145	945651
945649	fhuE	NC_000913.3	1159362	1161551	-	RefSeq	511145	945649
948549	hinT	NC_000913.3	1161885	1162244	+	RefSeq	511145	948549
948539	ycfL	NC_000913.3	1162247	1162624	+	RefSeq	511145	948539
948536	lpoB	NC_000913.3	1162638	1163279	+	RefSeq	511145	948536
948525	thiK	NC_000913.3	1163260	1164084	+	RefSeq	511145	948525
945671	nagZ	NC_000913.3	1164095	1165120	+	RefSeq	511145	945671
945676	ycfP	NC_000913.3	1165143	1165685	+	RefSeq	511145	945676
946792	ndh	NC_000913.3	1166085	1167389	+	RefSeq	511145	946792
945977	ycfJ	NC_000913.3	1167599	1168138	+	RefSeq	511145	945977
947425	comR	NC_000913.3	1168200	1168832	-	RefSeq	511145	947425
945492	bhsA	NC_000913.3	1169073	1169330	+	RefSeq	511145	945492
71004559	bhsB	NC_000913.3	1169303	1169402	+	RefSeq	511145	71004559
945666	ldtC	NC_000913.3	1169412	1170374	-	RefSeq	511145	945666
945681	mfd	NC_000913.3	1170518	1173964	-	RefSeq	511145	945681
945679	ycfT	NC_000913.3	1174092	1175165	-	RefSeq	511145	945679
945673	lolC	NC_000913.3	1175427	1176626	+	RefSeq	511145	945673
945670	lolD	NC_000913.3	1176619	1177320	+	RefSeq	511145	945670
945665	lolE	NC_000913.3	1177320	1178564	+	RefSeq	511145	945665
945664	nagK	NC_000913.3	1178593	1179504	+	RefSeq	511145	945664
945687	cobB	NC_000913.3	1179520	1180359	+	RefSeq	511145	945687
945685	ycfZ	NC_000913.3	1180479	1181267	-	RefSeq	511145	945685
945684	ymfA	NC_000913.3	1181264	1181725	-	RefSeq	511145	945684
945682	potD	NC_000913.3	1181783	1182829	-	RefSeq	511145	945682
945691	potC	NC_000913.3	1182826	1183620	-	RefSeq	511145	945691
945692	potB	NC_000913.3	1183617	1184444	-	RefSeq	511145	945692
946323	potA	NC_000913.3	1184458	1185594	-	RefSeq	511145	946323
946333	pepT	NC_000913.3	1185844	1187070	+	RefSeq	511145	946333
945391	roxA	NC_000913.3	1187119	1188240	-	RefSeq	511145	945391
946326	phoQ	NC_000913.3	1188316	1189776	-	RefSeq	511145	946326
945697	phoP	NC_000913.3	1189776	1190447	-	RefSeq	511145	945697
302211666	asphoP	NC_000913.3	1190165	1190508	+	RefSeq	511145	302211666
945695	purB	NC_000913.3	1190616	1191986	-	RefSeq	511145	945695
945693	hflD	NC_000913.3	1191990	1192631	-	RefSeq	511145	945693
945690	mnmA	NC_000913.3	1192667	1193773	-	RefSeq	511145	945690
945689	nudJ	NC_000913.3	1193827	1194288	-	RefSeq	511145	945689
945701	rluE	NC_000913.3	1194298	1194951	-	RefSeq	511145	945701
945702	icd	NC_000913.3	1195123	1196373	+	RefSeq	511145	945702
71004560	C0293	NC_000913.3	1196711	1196782	+	RefSeq	511145	71004560
945329	ymfD	NC_000913.3	1196867	1197532	-	RefSeq	511145	945329
946722	ymfE	NC_000913.3	1197533	1198237	-	RefSeq	511145	946722
948421	lit	NC_000913.3	1198695	1199588	+	RefSeq	511145	948421
948034	intE	NC_000913.3	1199679	1200806	-	RefSeq	511145	948034
945705	xisE	NC_000913.3	1200787	1201032	-	RefSeq	511145	945705
945706	ymfH	NC_000913.3	1201069	1201380	-	RefSeq	511145	945706
945712	ymfI	NC_000913.3	1201497	1201838	+	RefSeq	511145	945712
945718	ymfJ	NC_000913.3	1201776	1202084	-	RefSeq	511145	945718
945719	ymfK	NC_000913.3	1202259	1202933	-	RefSeq	511145	945719
945720	ymfT	NC_000913.3	1203024	1203224	+	RefSeq	511145	945720
945717	ymfL	NC_000913.3	1203268	1203825	+	RefSeq	511145	945717
945715	ymfM	NC_000913.3	1203822	1204160	+	RefSeq	511145	945715
945708	ymfN	NC_000913.3	1204170	1205537	+	RefSeq	511145	945708
945700	ymfR	NC_000913.3	1205549	1205731	+	RefSeq	511145	945700
945698	beeE	NC_000913.3	1205731	1206204	+	RefSeq	511145	945698
945707	ymfQ	NC_000913.3	1206913	1207497	+	RefSeq	511145	945707
945726	ycfK	NC_000913.3	1207501	1208130	+	RefSeq	511145	945726
945724	tfaP	NC_000913.3	1208132	1208545	+	RefSeq	511145	945724
945723	tfaE	NC_000913.3	1208517	1209119	-	RefSeq	511145	945723
945721	pinE	NC_000913.3	1209685	1210239	+	RefSeq	511145	945721
945727	mcrA	NC_000913.3	1210346	1211179	+	RefSeq	511145	945727
945729	iraM	NC_000913.3	1211680	1212003	-	RefSeq	511145	945729
38094949	ymgK	NC_000913.3	1212260	1212304	-	RefSeq	511145	38094949
38094950	ymgL	NC_000913.3	1212540	1212650	-	RefSeq	511145	38094950
945733	ycgX	NC_000913.3	1212703	1213107	-	RefSeq	511145	945733
945735	bluR	NC_000913.3	1213328	1214059	-	RefSeq	511145	945735
947592	bluF	NC_000913.3	1214264	1215475	-	RefSeq	511145	947592
945885	ycgZ	NC_000913.3	1215789	1216025	+	RefSeq	511145	945885
948991	ymgA	NC_000913.3	1216068	1216340	+	RefSeq	511145	948991
945340	ariR	NC_000913.3	1216369	1216635	+	RefSeq	511145	945340
945090	ymgC	NC_000913.3	1216748	1216996	+	RefSeq	511145	945090
945738	pdeG	NC_000913.3	1217328	1218851	+	RefSeq	511145	945738
1450253	ymgF	NC_000913.3	1218983	1219201	+	RefSeq	511145	1450253
945732	ymgD	NC_000913.3	1222305	1222634	-	RefSeq	511145	945732
945728	ymgG	NC_000913.3	1222644	1222988	-	RefSeq	511145	945728
5061515	ymgI	NC_000913.3	1222990	1223163	-	RefSeq	511145	5061515
5061516	ymgJ	NC_000913.3	1223264	1223449	+	RefSeq	511145	5061516
945740	minE	NC_000913.3	1224279	1224545	-	RefSeq	511145	945740
945741	minD	NC_000913.3	1224549	1225361	-	RefSeq	511145	945741
945744	minC	NC_000913.3	1225385	1226080	-	RefSeq	511145	945744
946155	ycgJ	NC_000913.3	1226600	1226968	+	RefSeq	511145	946155
946963	pliG	NC_000913.3	1227071	1227472	-	RefSeq	511145	946963
71004561	ymgN	NC_000913.3	1227368	1227427	+	RefSeq	511145	71004561
946226	ycgL	NC_000913.3	1227681	1228007	+	RefSeq	511145	946226
946115	ycgM	NC_000913.3	1228079	1228738	+	RefSeq	511145	946115
945804	ycgN	NC_000913.3	1228815	1229276	+	RefSeq	511145	945804
945745	hlyE	NC_000913.3	1229483	1230394	-	RefSeq	511145	945745
945746	umuD	NC_000913.3	1230767	1231186	+	RefSeq	511145	945746
946359	umuC	NC_000913.3	1231186	1232454	+	RefSeq	511145	946359
946344	dsbB	NC_000913.3	1232500	1233030	-	RefSeq	511145	946344
944822	nhaB	NC_000913.3	1233176	1234717	-	RefSeq	511145	944822
948652	fadR	NC_000913.3	1234938	1235657	+	RefSeq	511145	948652
946365	ycgB	NC_000913.3	1235709	1237241	-	RefSeq	511145	946365
945752	dadA	NC_000913.3	1237571	1238869	+	RefSeq	511145	945752
945754	dadX	NC_000913.3	1238879	1239949	+	RefSeq	511145	945754
38094951	ymgM	NC_000913.3	1240260	1240463	+	RefSeq	511145	38094951
945755	cvrA	NC_000913.3	1240335	1242071	-	RefSeq	511145	945755
945756	ldcA	NC_000913.3	1242166	1243080	-	RefSeq	511145	945756
945655	emtA	NC_000913.3	1243180	1243791	+	RefSeq	511145	945655
947609	ycgR	NC_000913.3	1243793	1244527	-	RefSeq	511145	947609
945760	ymgE	NC_000913.3	1244728	1244982	+	RefSeq	511145	945760
945761	ycgY	NC_000913.3	1245160	1245600	+	RefSeq	511145	945761
945757	treA	NC_000913.3	1245679	1247376	-	RefSeq	511145	945757
945749	dhaM	NC_000913.3	1247696	1249114	-	RefSeq	511145	945749
945748	dhaL	NC_000913.3	1249125	1249757	-	RefSeq	511145	945748
945747	dhaK	NC_000913.3	1249768	1250838	-	RefSeq	511145	945747
945743	dhaR	NC_000913.3	1251066	1252985	+	RefSeq	511145	945743
945767	ycgV	NC_000913.3	1253085	1255952	-	RefSeq	511145	945767
945769	ychF	NC_000913.3	1256721	1257812	-	RefSeq	511145	945769
945765	pth	NC_000913.3	1257929	1258513	-	RefSeq	511145	945765
945762	ychH	NC_000913.3	1258791	1259069	+	RefSeq	511145	945762
945770	dauA	NC_000913.3	1259124	1260803	-	RefSeq	511145	945770
945772	prs	NC_000913.3	1260928	1261875	-	RefSeq	511145	945772
945774	ispE	NC_000913.3	1262026	1262877	-	RefSeq	511145	945774
945775	lolB	NC_000913.3	1262877	1263500	-	RefSeq	511145	945775
945777	hemA	NC_000913.3	1263714	1264970	+	RefSeq	511145	945777
949002	prfA	NC_000913.3	1265012	1266094	+	RefSeq	511145	949002
945779	prmC	NC_000913.3	1266094	1266927	+	RefSeq	511145	945779
945781	ychQ	NC_000913.3	1266924	1267316	+	RefSeq	511145	945781
945784	ychA	NC_000913.3	1267320	1268129	+	RefSeq	511145	945784
945785	kdsA	NC_000913.3	1268165	1269019	+	RefSeq	511145	945785
2847733	ldrA	NC_000913.3	1269168	1269275	-	RefSeq	511145	2847733
2847734	rdlA	NC_000913.3	1269323	1269389	+	RefSeq	511145	2847734
2847735	ldrB	NC_000913.3	1269703	1269810	-	RefSeq	511145	2847735
2847770	rdlB	NC_000913.3	1269858	1269923	+	RefSeq	511145	2847770
2847775	ldrC	NC_000913.3	1270238	1270345	-	RefSeq	511145	2847775
2847680	rdlC	NC_000913.3	1270393	1270460	+	RefSeq	511145	2847680
945790	chaA	NC_000913.3	1270749	1271849	-	RefSeq	511145	945790
945792	chaB	NC_000913.3	1272119	1272349	+	RefSeq	511145	945792
945793	chaC	NC_000913.3	1272507	1273202	+	RefSeq	511145	945793
945794	ychN	NC_000913.3	1273246	1273599	-	RefSeq	511145	945794
945801	ychO	NC_000913.3	1273784	1275178	+	RefSeq	511145	945801
945795	narL	NC_000913.3	1275179	1275829	-	RefSeq	511145	945795
945788	narX	NC_000913.3	1275822	1277618	-	RefSeq	511145	945788
945783	narK	NC_000913.3	1277957	1279348	+	RefSeq	511145	945783
71004562	narS	NC_000913.3	1279337	1279520	+	RefSeq	511145	71004562
945782	narG	NC_000913.3	1279864	1283607	+	RefSeq	511145	945782
945780	narH	NC_000913.3	1283604	1285142	+	RefSeq	511145	945780
945807	narJ	NC_000913.3	1285139	1285849	+	RefSeq	511145	945807
945808	narI	NC_000913.3	1285849	1286526	+	RefSeq	511145	945808
945809	ychS	NC_000913.3	1286709	1286984	+	RefSeq	511145	945809
2847683	rttR	NC_000913.3	1287066	1287236	-	RefSeq	511145	2847683
946224	tpr	NC_000913.3	1287087	1287176	-	RefSeq	511145	946224
945811	tyrV	NC_000913.3	1287244	1287328	-	RefSeq	511145	945811
945820	tyrT	NC_000913.3	1287538	1287622	-	RefSeq	511145	945820
945827	purU	NC_000913.3	1287782	1288624	-	RefSeq	511145	945827
945828	ychJ	NC_000913.3	1288674	1289132	-	RefSeq	511145	945828
945725	rssA	NC_000913.3	1289245	1290150	+	RefSeq	511145	945725
945855	rssB	NC_000913.3	1290242	1291255	+	RefSeq	511145	945855
945730	galU	NC_000913.3	1291457	1292365	+	RefSeq	511145	945730
945829	hns	NC_000913.3	1292509	1292922	-	RefSeq	511145	945829
945834	tdk	NC_000913.3	1293527	1294144	+	RefSeq	511145	945834
945837	adhE	NC_000913.3	1295446	1298121	-	RefSeq	511145	945837
63925632	ychT	NC_000913.3	1298514	1298567	+	RefSeq	511145	63925632
945836	ychE	NC_000913.3	1298598	1299245	+	RefSeq	511145	945836
38094952	insH21	NC_000913.3	1299567	1300547	+	RefSeq	511145	38094952
945830	oppA	NC_000913.3	1301182	1302813	+	RefSeq	511145	945830
945823	oppB	NC_000913.3	1302899	1303819	+	RefSeq	511145	945823
945810	oppC	NC_000913.3	1303834	1304742	+	RefSeq	511145	945810
945802	oppD	NC_000913.3	1304754	1305767	+	RefSeq	511145	945802
945818	oppF	NC_000913.3	1305764	1306768	+	RefSeq	511145	945818
945819	yciU	NC_000913.3	1306821	1307150	-	RefSeq	511145	945819
945821	clsA	NC_000913.3	1307185	1308645	-	RefSeq	511145	945821
5061502	yciY	NC_000913.3	1308788	1308961	+	RefSeq	511145	5061502
945841	kch	NC_000913.3	1309016	1310269	-	RefSeq	511145	945841
949085	yciI	NC_000913.3	1310569	1310865	-	RefSeq	511145	949085
945843	tonB	NC_000913.3	1311089	1311808	+	RefSeq	511145	945843
946634	yciA	NC_000913.3	1311848	1312246	-	RefSeq	511145	946634
946228	yciB	NC_000913.3	1312351	1312890	-	RefSeq	511145	946228
945844	yciC	NC_000913.3	1312920	1313663	-	RefSeq	511145	945844
945128	ompW	NC_000913.3	1314020	1314658	+	RefSeq	511145	945128
946871	yciE	NC_000913.3	1314718	1315224	-	RefSeq	511145	946871
947133	yciF	NC_000913.3	1315270	1315770	-	RefSeq	511145	947133
947489	yciG	NC_000913.3	1315856	1316035	-	RefSeq	511145	947489
946204	trpA	NC_000913.3	1316416	1317222	-	RefSeq	511145	946204
945768	trpB	NC_000913.3	1317222	1318415	-	RefSeq	511145	945768
945519	trpC	NC_000913.3	1318427	1319788	-	RefSeq	511145	945519
945109	trpD	NC_000913.3	1319789	1321384	-	RefSeq	511145	945109
945846	trpE	NC_000913.3	1321384	1322946	-	RefSeq	511145	945846
945856	trpL	NC_000913.3	1323038	1323082	-	RefSeq	511145	945856
945857	rnm	NC_000913.3	1323220	1324101	+	RefSeq	511145	945857
945854	yciO	NC_000913.3	1324098	1324718	+	RefSeq	511145	945854
945850	yciQ	NC_000913.3	1324746	1326641	+	RefSeq	511145	945850
945840	rluB	NC_000913.3	1326852	1327727	+	RefSeq	511145	945840
945839	btuR	NC_000913.3	1327767	1328357	-	RefSeq	511145	945839
945838	yciK	NC_000913.3	1328354	1329112	-	RefSeq	511145	945838
945858	sohB	NC_000913.3	1329332	1330381	+	RefSeq	511145	945858
945860	yciN	NC_000913.3	1330417	1330668	-	RefSeq	511145	945860
945862	topA	NC_000913.3	1331048	1333645	+	RefSeq	511145	945862
945771	cysB	NC_000913.3	1333855	1334829	+	RefSeq	511145	945771
1450256	ymiA	NC_000913.3	1335148	1335288	+	RefSeq	511145	1450256
1450257	yciX	NC_000913.3	1335291	1335458	+	RefSeq	511145	1450257
38094953	ymiC	NC_000913.3	1335572	1335667	+	RefSeq	511145	38094953
946724	acnA	NC_000913.3	1335831	1338506	+	RefSeq	511145	946724
945763	ribA	NC_000913.3	1338570	1339160	-	RefSeq	511145	945763
945863	pgpB	NC_000913.3	1339330	1340094	+	RefSeq	511145	945863
944936	lapA	NC_000913.3	1340243	1340551	+	RefSeq	511145	944936
944858	lapB	NC_000913.3	1340558	1341727	+	RefSeq	511145	944858
947121	pyrF	NC_000913.3	1341921	1342658	+	RefSeq	511145	947121
947058	yciH	NC_000913.3	1342658	1342984	+	RefSeq	511145	947058
945866	osmB	NC_000913.3	1343110	1343328	-	RefSeq	511145	945866
945869	yciT	NC_000913.3	1343597	1344346	-	RefSeq	511145	945869
5061509	yciZ	NC_000913.3	1344436	1344609	-	RefSeq	511145	5061509
63925633	ymiD	NC_000913.3	1344647	1344775	+	RefSeq	511145	63925633
945868	pdeR	NC_000913.3	1344757	1346742	-	RefSeq	511145	945868
7751616	ymiB	NC_000913.3	1346796	1346900	+	RefSeq	511145	7751616
945864	rnb	NC_000913.3	1346978	1348912	-	RefSeq	511145	945864
945859	yciW	NC_000913.3	1348980	1350107	-	RefSeq	511145	945859
945870	fabI	NC_000913.3	1350251	1351039	-	RefSeq	511145	945870
945871	ycjD	NC_000913.3	1351407	1351760	-	RefSeq	511145	945871
945335	sapF	NC_000913.3	1351828	1352634	-	RefSeq	511145	945335
946203	sapD	NC_000913.3	1352636	1353628	-	RefSeq	511145	946203
945266	sapC	NC_000913.3	1353628	1354518	-	RefSeq	511145	945266
946191	sapB	NC_000913.3	1354505	1355470	-	RefSeq	511145	946191
945873	sapA	NC_000913.3	1355467	1357110	-	RefSeq	511145	945873
945874	ymjA	NC_000913.3	1357423	1357668	-	RefSeq	511145	945874
946287	puuP	NC_000913.3	1357802	1359187	-	RefSeq	511145	946287
38094954	ymjE	NC_000913.3	1359177	1359341	-	RefSeq	511145	38094954
946202	puuA	NC_000913.3	1359490	1360908	-	RefSeq	511145	946202
945882	puuD	NC_000913.3	1361120	1361884	+	RefSeq	511145	945882
945886	puuR	NC_000913.3	1361911	1362468	+	RefSeq	511145	945886
947003	puuC	NC_000913.3	1362743	1364230	+	RefSeq	511145	947003
945072	puuB	NC_000913.3	1364232	1365512	+	RefSeq	511145	945072
945446	puuE	NC_000913.3	1365550	1366815	+	RefSeq	511145	945446
945683	pspF	NC_000913.3	1366935	1367912	-	RefSeq	511145	945683
945887	pspA	NC_000913.3	1368079	1368747	+	RefSeq	511145	945887
945893	pspB	NC_000913.3	1368801	1369025	+	RefSeq	511145	945893
945499	pspC	NC_000913.3	1369025	1369384	+	RefSeq	511145	945499
945635	pspD	NC_000913.3	1369393	1369614	+	RefSeq	511145	945635
945652	pspE	NC_000913.3	1369689	1370003	+	RefSeq	511145	945652
945659	ycjM	NC_000913.3	1370216	1371895	+	RefSeq	511145	945659
945696	ycjN	NC_000913.3	1371909	1373201	+	RefSeq	511145	945696
945888	ycjO	NC_000913.3	1373222	1374103	+	RefSeq	511145	945888
945892	ycjP	NC_000913.3	1374090	1374932	+	RefSeq	511145	945892
945971	ycjQ	NC_000913.3	1374963	1376015	+	RefSeq	511145	945971
947427	ycjR	NC_000913.3	1376034	1376822	+	RefSeq	511145	947427
948589	ycjS	NC_000913.3	1376832	1377887	+	RefSeq	511145	948589
945895	ycjT	NC_000913.3	1377884	1380151	+	RefSeq	511145	945895
945891	ycjU	NC_000913.3	1380148	1380807	+	RefSeq	511145	945891
945889	ompG	NC_000913.3	1381947	1382852	+	RefSeq	511145	945889
945875	ycjW	NC_000913.3	1382963	1383961	-	RefSeq	511145	945875
945872	ycjX	NC_000913.3	1384117	1385514	+	RefSeq	511145	945872
945878	ycjF	NC_000913.3	1385511	1386572	+	RefSeq	511145	945878
945879	tyrR	NC_000913.3	1386720	1388261	+	RefSeq	511145	945879
945880	tpx	NC_000913.3	1388305	1388811	-	RefSeq	511145	945880
946013	ycjG	NC_000913.3	1388930	1389895	+	RefSeq	511145	946013
945969	mpaA	NC_000913.3	1389870	1390598	-	RefSeq	511145	945969
1450258	ymjC	NC_000913.3	1390680	1390862	-	RefSeq	511145	1450258
7751617	ymjD	NC_000913.3	1390868	1390933	-	RefSeq	511145	7751617
945988	ycjY	NC_000913.3	1390933	1391853	-	RefSeq	511145	945988
945930	pgrR	NC_000913.3	1391991	1392890	+	RefSeq	511145	945930
945951	mppA	NC_000913.3	1393227	1394840	+	RefSeq	511145	945951
945898	ynaI	NC_000913.3	1394891	1395922	-	RefSeq	511145	945898
945896	insH4	NC_000913.3	1396112	1397092	+	RefSeq	511145	945896
945901	ynaJ	NC_000913.3	1397365	1397622	+	RefSeq	511145	945901
945904	uspE	NC_000913.3	1397672	1398622	-	RefSeq	511145	945904
945908	fnr	NC_000913.3	1398774	1399526	-	RefSeq	511145	945908
945853	ogt	NC_000913.3	1399721	1400236	-	RefSeq	511145	945853
945912	abgT	NC_000913.3	1400247	1401773	-	RefSeq	511145	945912
945950	abgB	NC_000913.3	1401810	1403255	-	RefSeq	511145	945950
945742	abgA	NC_000913.3	1403255	1404565	-	RefSeq	511145	945742
945831	abgR	NC_000913.3	1404741	1405649	+	RefSeq	511145	945831
2847751	mcaS	NC_000913.3	1405658	1405751	-	RefSeq	511145	2847751
945953	smrA	NC_000913.3	1405979	1406542	+	RefSeq	511145	945953
945909	dgcM	NC_000913.3	1406563	1407795	-	RefSeq	511145	945909
63925634	ynaN	NC_000913.3	1407989	1408036	+	RefSeq	511145	63925634
945910	zntB	NC_000913.3	1408050	1409033	+	RefSeq	511145	945910
8764968	fnrS	NC_000913.3	1409129	1409250	+	RefSeq	511145	8764968
38094955	ynaL	NC_000913.3	1409308	1409481	+	RefSeq	511145	38094955
947153	dbpA	NC_000913.3	1409511	1410884	+	RefSeq	511145	947153
948967	ttcA	NC_000913.3	1411013	1411948	-	RefSeq	511145	948967
946976	intR	NC_000913.3	1412000	1413235	-	RefSeq	511145	946976
947399	xisR	NC_000913.3	1413237	1413452	-	RefSeq	511145	947399
947504	rcbA	NC_000913.3	1413531	1413740	-	RefSeq	511145	947504
20160642	ralA	NC_000913.3	1413556	1413734	+	RefSeq	511145	20160642
945914	ralR	NC_000913.3	1413733	1413927	-	RefSeq	511145	945914
945917	recT	NC_000913.3	1413984	1414793	-	RefSeq	511145	945917
945918	recE	NC_000913.3	1414786	1417386	-	RefSeq	511145	945918
945920	racC	NC_000913.3	1417488	1417763	-	RefSeq	511145	945920
948959	ydaE	NC_000913.3	1417838	1418008	-	RefSeq	511145	948959
945921	kilR	NC_000913.3	1418008	1418229	-	RefSeq	511145	945921
71004563	kilS	NC_000913.3	1418405	1418502	-	RefSeq	511145	71004563
945913	sieB	NC_000913.3	1418671	1419159	+	RefSeq	511145	945913
945911	ydaF	NC_000913.3	1419156	1419311	-	RefSeq	511145	945911
945907	ydaG	NC_000913.3	1419322	1419456	-	RefSeq	511145	945907
945899	racR	NC_000913.3	1419765	1420241	-	RefSeq	511145	945899
945923	ydaS	NC_000913.3	1420365	1420661	+	RefSeq	511145	945923
945924	ydaT	NC_000913.3	1420684	1421106	+	RefSeq	511145	945924
945925	ydaU	NC_000913.3	1421119	1421976	+	RefSeq	511145	945925
945926	ydaV	NC_000913.3	1421983	1422729	+	RefSeq	511145	945926
945927	ydaW	NC_000913.3	1422752	1423312	+	RefSeq	511145	945927
1450262	rzoR	NC_000913.3	1423400	1423585	+	RefSeq	511145	1450262
945932	trkG	NC_000913.3	1423782	1425239	+	RefSeq	511145	945932
947417	ynaK	NC_000913.3	1425377	1425640	+	RefSeq	511145	947417
946208	ydaY	NC_000913.3	1425621	1425980	+	RefSeq	511145	946208
947543	ynaA	NC_000913.3	1426454	1427482	+	RefSeq	511145	947543
945944	insH5	NC_000913.3	1427746	1428726	-	RefSeq	511145	945944
945207	stfR	NC_000913.3	1429049	1432411	+	RefSeq	511145	945207
946062	tfaR	NC_000913.3	1432411	1432986	+	RefSeq	511145	946062
948973	pinR	NC_000913.3	1433084	1433674	-	RefSeq	511145	948973
946078	ynaE	NC_000913.3	1433991	1434224	-	RefSeq	511145	946078
38094956	ynaM	NC_000913.3	1434293	1434406	-	RefSeq	511145	38094956
945948	uspF	NC_000913.3	1435185	1435619	-	RefSeq	511145	945948
946313	ompN	NC_000913.3	1435760	1436893	-	RefSeq	511145	946313
2847713	micC	NC_000913.3	1437121	1437231	+	RefSeq	511145	2847713
946587	ydbK	NC_000913.3	1437260	1440784	-	RefSeq	511145	946587
4056027	ydbJ	NC_000913.3	1441058	1441324	+	RefSeq	511145	4056027
946525	hslJ	NC_000913.3	1441321	1441743	-	RefSeq	511145	946525
946315	ldhA	NC_000913.3	1441854	1442843	-	RefSeq	511145	946315
945949	ydbH	NC_000913.3	1443051	1445690	+	RefSeq	511145	945949
945946	ynbE	NC_000913.3	1445687	1445872	+	RefSeq	511145	945946
945943	ydbL	NC_000913.3	1445880	1446206	+	RefSeq	511145	945943
945941	feaR	NC_000913.3	1446378	1447283	-	RefSeq	511145	945941
945933	feaB	NC_000913.3	1447519	1449018	+	RefSeq	511145	945933
945939	tynA	NC_000913.3	1449076	1451349	-	RefSeq	511145	945939
945954	paaZ	NC_000913.3	1451597	1453642	-	RefSeq	511145	945954
945833	paaA	NC_000913.3	1453927	1454856	+	RefSeq	511145	945833
947595	paaB	NC_000913.3	1454868	1455155	+	RefSeq	511145	947595
945956	paaC	NC_000913.3	1455164	1455910	+	RefSeq	511145	945956
